Precursor Mass,Retention Time,Dataset,Source,Peak Name,HMDB Compounds,HMDB Fits,Metlin Compounds,Metlin Scores,MetFrag Compounds,MetFrag Scores
continuous,continuous,string,string,continuous,string,string,string,string,string,string
,,meta,meta,meta,meta,meta,meta,meta,meta,meta
382.1023,47.05,SynNeg 03/24,,,,,,,"C10565, C13109","0.75, 0.513135161319906"
644.2187,43.44,SynNeg 03/24,,,,,,,C20164,0.75
285.9852,54.63,SynNeg 03/24,,,,,,,C21069,0.75
128.0355,20.85,SynNeg 03/24,,,,,,,"C04282, C04281, C02237, C01879, C01877","0.0, 0.0, 0.0, 0.0, 0.0"
325.0522,43.37,SynNeg 03/24,,,,,,,C02750,0.75
455.1413,16.84,SynNeg 03/24,,,,,,,C10886,0.75
283.007,16.81,SynNeg 03/24,,,,,,,C11122,0.75
457.2385,10.95,SynNeg 03/24,,,,,,,C06832,0.75
522.1982,16.73,SynNeg 03/24,,,,,,,"C07307, C07304","0.75, 0.75"
310.1162,44.41,SynNeg 03/24,,,,,,,C05076,0.75
305.0245,2.84,SynNeg 03/24,,,,,,,C06673,0.75
277.0955,51.28,SynNeg 03/24,,,,,,,"C08561, C20577","0.75, 0.683819739413481"
225.0772,53.48,SynNeg 03/24,,,,,C09780,23.0,C09780,0.75
281.1019,54.3,SynNeg 03/24,,,,,,,C20287,0.75
338.0503,17.02,SynNeg 03/24,,,,,,,"C04908, C17267","0.75, 0.374244177390697"
362.0544,16.58,SynNeg 03/24,,,,,C00144,9.0,"C06193, C00144, C18239, C19968, C18731","0.782904640356044, 0.775787027946855, 0.750965377315269, 0.75, 0.374666282838535"
190.0513,41.68,SynNeg 03/24,,,,,C05635,44.0,"C05635, C16596, C06725","0.751654301183076, 0.651180723611513, 0.584877790193552"
89.0254,20.11,SynNeg 03/24,,,"C00186, C00256","0.42, 0.38",,,"C01013, C02426, C02154, C00577, C00184, C01432, C00256, C00186","0.799399699849925, 0.786908299580707, 0.786908299580707, 0.786908299580707, 0.73900935010597, 0.341324480026572, 0.341324480026572, 0.341324480026572"
96.9605,12.6,SynNeg 03/24,,,,,,,C00059,0.75
335.0398,46.39,SynNeg 03/24,,,,,,,"C01185, C19090, C07933","0.75, 0.543848241514745, 0.0"
449.1705,44.04,SynNeg 03/24,,,,,,,C13679,0.75
156.9955,11.18,SynNeg 03/24,,,,,,,C20360,0.75
350.0229,5.58,SynNeg 03/24,,,,,,,C08169,0.75
322.1517,12.82,SynNeg 03/24,,,,,,,C20910,0.75
256.0592,14.36,SynNeg 03/24,,,,,,,"C04207, C14428, C11087","0.75, 0.0, 0.0"
229.1446,8.0,SynNeg 03/24,,,C02678,0.84,,,"C19143, C14523, C02678","0.0, 0.0, 0.0"
495.2308,12.85,SynNeg 03/24,,,,,,,"C03009, C08760","0.888730998503705, 0.75"
423.2317,10.03,SynNeg 03/24,,,,,,,C15173,0.75
102.0556,14.17,SynNeg 03/24,,,,,,,"C19514, C11735, C11109, C05145, C03665, C03284, C02721, C02356, C02261, C01205, C01026, C00334","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
111.0195,16.93,SynNeg 03/24,,,,,,,"C00106, C18474","0.757377547916033, 0.75"
537.098,16.49,SynNeg 03/24,,,,,,,C08745,0.75
401.1165,48.39,SynNeg 03/24,,,,,,,C12311,0.75
407.1253,49.93,SynNeg 03/24,,,,,,,C18562,0.805733292707699
327.0198,12.31,SynNeg 03/24,,,,,,,C11064,0.75
217.0153,50.8,SynNeg 03/24,,,,,,,C14569,0.75
565.1425,14.29,SynNeg 03/24,,,,,,,"C18212, C13725","0.75, 0.0"
186.1127,3.78,SynNeg 03/24,,,,,,,"C12029, C01092","0.0, 0.0"
154.0618,12.73,SynNeg 03/24,,,,,C00135,100.0,"C00768, C00135, C06419, C01162","0.763881067687803, 0.763881067687803, 0.758249802905733, 0.75"
163.0402,50.13,SynNeg 03/24,,,C12621,0.31,,,"C10945, C12621, C05838, C01772, C00811, C06738, C07114, C02763, C00166","0.767539089055065, 0.753399048266485, 0.753399048266485, 0.753399048266485, 0.753399048266485, 0.75, 0.652949883180204, 0.638750535704629, 0.638750535704629"
313.1654,2.09,SynNeg 03/24,,,,,,,"C17567, C16991","0.75, 0.75"
355.0084,13.51,SynNeg 03/24,,,,,,,C19020,0.75
545.1691,13.86,SynNeg 03/24,,,,,,,"C04194, C20572","0.752365930599369, 0.75"
128.051,51.08,SynNeg 03/24,,,,,,,"C06413, C06323","0.0, 0.0"
384.1477,14.16,SynNeg 03/24,,,,,,,"C09610, C19981","0.882623219999249, 0.75"
513.0692,50.14,SynNeg 03/24,,,,,,,C18032,0.75
512.2258,28.59,SynNeg 03/24,,,,,,,C07032,0.75
337.0738,16.49,SynNeg 03/24,,,,,,,"C03686, C12402, C10942, C18339, C19979","0.75, 0.61420260365668, 0.480781585177122, 0.390313360230821, 0.105555067941639"
225.0619,14.06,SynNeg 03/24,,,,,,,C16365,0.75
545.2212,14.17,SynNeg 03/24,,,,,,,C12099,0.75
397.1271,50.71,SynNeg 03/24,,,,,,,"C00019, C10556","0.75, 0.128582272389261"
261.0895,54.15,SynNeg 03/24,,,,,,,C18260,0.75
299.0231,12.28,SynNeg 03/24,,,,,,,C10394,0.0
775.2542,48.49,SynNeg 03/24,,,,,,,C01217,0.75
564.2026,43.95,SynNeg 03/24,,,,,,,C09464,0.75
501.118,48.35,SynNeg 03/24,,,,,,,"C18790, C10989","0.75, 0.75"
380.9884,16.35,SynNeg 03/24,,,,,,,C00616,0.75
353.181,12.38,SynNeg 03/24,,,,,,,"C09970, C15030","0.75, 0.608500288657771"
327.0483,51.68,SynNeg 03/24,,,,,,,"C16755, C19595, C19586, C19585, C16756, C10198","0.75, 0.722210147777408, 0.722210147777408, 0.56660403211871, 0.557322790053783, 0.0813671456024985"
351.0836,47.67,SynNeg 03/24,,,,,,,C10880,0.75
195.0507,14.3,SynNeg 03/24,,,,,C00257,100.0,"C15930, C00880, C00817, C00800, C00770, C00514, C00257, C03215, C16360, C16356","0.81307138688971, 0.81307138688971, 0.81307138688971, 0.81307138688971, 0.81307138688971, 0.81307138688971, 0.81307138688971, 0.779225831550282, 0.066937979693073, 0.0605676237311979"
405.1228,12.38,SynNeg 03/24,,,,,,,C10835,0.75
278.1403,6.7,SynNeg 03/24,,,,,,,"C18626, C10947","0.0, 0.0"
445.2391,13.95,SynNeg 03/24,,,,,,,C11602,0.75
357.0517,14.28,SynNeg 03/24,,,,,,,C11718,0.75
218.0461,43.14,SynNeg 03/24,,,,,,,"C05830, C05646","0.75, 0.455417173521986"
288.0371,52.05,SynNeg 03/24,,,,,,,"C14965, C14927","0.75, 0.75"
188.0444,20.97,SynNeg 03/24,,,,,,,C07641,0.75
530.1965,51.47,SynNeg 03/24,,,,,,,C08440,0.75
189.0766,1.19,SynNeg 03/24,,,,,,,C04546,0.75
372.072,53.61,SynNeg 03/24,,,,,,,"C21027, C19770, C16698, C15551","0.764032743067157, 0.764032743067157, 0.764032743067157, 0.691870170802757"
378.1671,14.02,SynNeg 03/24,,,,,,,"C19529, C10645, C12341, C12338, C12339","0.845941317680463, 0.834255193146149, 0.790312412440459, 0.768723559696829, 0.75"
597.1767,46.6,SynNeg 03/24,,,,,,,C11639,0.75
432.1078,13.91,SynNeg 03/24,,,,,,,C12137,0.75
449.1408,17.99,SynNeg 03/24,,,,,,,C09478,0.75
421.1411,52.04,SynNeg 03/24,,,,,,,"C11644, C11660","0.791053850344316, 0.75"
282.053,3.3,SynNeg 03/24,,,,,,,C18801,0.75
164.0346,2.89,SynNeg 03/24,,,,,C05653,42.0,"C15769, C00971, C06052, C05653, C02803, C03757","0.825160923892465, 0.799129117758425, 0.774138583869746, 0.75, 0.170554048848183, 0.0"
303.083,38.8,SynNeg 03/24,,,,,"C12270, C12270","21.0, 20.0","C12270, C18354, C19013, C18360, C18356, C18836, C08761, C08740","0.937704248366013, 0.928921568627451, 0.840073529411765, 0.834967320261438, 0.834967320261438, 0.75, 0.75, 0.75"
158.9779,11.31,SynNeg 03/24,,,,,,,"C19165, C18300","0.0, 0.0"
371.2262,8.25,SynNeg 03/24,,,,,,,"C14635, C15333, C14554","0.792103142626914, 0.778203062046737, 0.75"
245.1153,42.44,SynNeg 03/24,,,,,,,"C20424, C19972, C17085, C17912, C09606, C09476, C17490, C09601, C09394, C09287, C09605, C09300, C09545, C02206, C09292","0.879010551248923, 0.879010551248923, 0.753119772921102, 0.752796775505082, 0.745798498157967, 0.727387645444789, 0.726640357677819, 0.724164044154993, 0.718054009701936, 0.718054009701936, 0.707583510132599, 0.700585232785484, 0.696843846049912, 0.696843846049912, 0.678836740106759"
271.0708,49.3,SynNeg 03/24,,,,,,,C14589,0.75
399.0998,25.96,SynNeg 03/24,,,,,,,C03725,0.75
271.0193,7.49,SynNeg 03/24,,,,,,,"C17693, C17692","0.75, 0.75"
331.0867,50.57,SynNeg 03/24,,,,,,,"C00495, C06162, C11023, C11022","0.87928804110015, 0.75, 0.0681091005977127, 0.0681091005977127"
521.1706,45.05,SynNeg 03/24,,,,,,,C09501,0.75
402.8068,12.64,SynNeg 03/24,,,,,,,C11090,0.75
323.1422,48.62,SynNeg 03/24,,,,,C19494,11.0,"C20353, C17981, C19494, C07866","0.75, 0.683266975134995, 0.651886528875293, 0.473761585806635"
345.1373,29.45,SynNeg 03/24,,,,,,,"C09174, C09104, C09190, C09062, C11869, C11855, C01699, C09385, C09547, C11856","0.776113634103087, 0.776113634103087, 0.75, 0.703574840631835, 0.155710256571644, 0.0776430393874216, 0.0728447876032467, 0.0599807017250839, 0.057123558867941, 0.02608459782898"
363.0193,16.6,SynNeg 03/24,,,,,,,"C04646, C03601","0.75, 0.741366557438895"
307.0956,49.75,SynNeg 03/24,,,,,,,"C08549, C20129, C01541, C17743","0.75, 0.632577619102067, 0.632577619102067, 0.0491717983378464"
354.045,16.53,SynNeg 03/24,,,,,,,C18730,0.75
378.0878,18.91,SynNeg 03/24,,,,,,,C20018,0.0
634.1432,47.32,SynNeg 03/24,,,,,,,C11278,0.75
335.0387,42.1,SynNeg 03/24,,,,,,,"C19090, C07933, C01185","0.841754525561965, 0.706792569127332, 0.362503531025329"
296.136,16.75,SynNeg 03/24,,,,,,,C11484,0.75
301.108,16.55,SynNeg 03/24,,,,,,,"C18425, C11259, C11179, C15486, C10507, C10495, C09807","0.826938775510204, 0.75, 0.622664986012314, 0.0, 0.0, 0.0, 0.0"
421.2297,7.62,SynNeg 03/24,,,,,,,C07874,0.75
449.111,50.7,SynNeg 03/24,,,,,,,"C17449, C09803, C17675, C16408","0.75, 0.75, 0.740976861502562, 0.724854773699077"
313.0618,48.97,SynNeg 03/24,,,,,C06939,6.0,"C05308, C02569, C00341, C20664, C03190, C06939, C18052","0.893368854028526, 0.813899681832928, 0.813899681832928, 0.777407031047322, 0.777407031047322, 0.75, 0.0"
285.9851,47.1,SynNeg 03/24,,,,,,,C21069,0.75
219.0777,44.9,SynNeg 03/24,,,,,,,"C00643, C01017, C19716, C09985","0.757295346336968, 0.756469820304101, 0.697152575058061, 0.569219604002323"
474.0527,13.63,SynNeg 03/24,,,,,,,"C13142, C14010","0.75457566271654, 0.75"
433.1096,50.65,SynNeg 03/24,,,,,,,"C18376, C16406, C16492, C09099, C16407","0.75, 0.687475602837394, 0.68517807268231, 0.68517807268231, 0.375450475613719"
257.0786,41.28,SynNeg 03/24,,,,,,,"C16744, C05131, C09980, C09618, C08465, C16929, C09283, C13633, C09273, C10268, C10352, C14115","0.858917106642642, 0.75, 0.433466552019364, 0.142010095722912, 0.124616054598279, 0.106844338274318, 0.0940873093192192, 0.0920730415894668, 0.087960578307889, 0.0820856307627778, 0.0535501712579519, 0.0343307092170928"
603.244,48.35,SynNeg 03/24,,,,,,,C20137,0.75
396.1167,49.6,SynNeg 03/24,,,,,,,C16910,0.75
353.0498,16.61,SynNeg 03/24,,,,,,,"C12600, C01268, C02927","0.75, 0.0908879898257562, 0.0108028659764178"
188.0921,49.5,SynNeg 03/24,,,,,,,"C06326, C10132, C10124, C02256, C11843","0.822275922671353, 0.552682777858994, 0.552682777858994, 0.552682777858994, 0.296364645930971"
333.0284,17.59,SynNeg 03/24,,,,,,,C04606,0.75
378.086,16.66,SynNeg 03/24,,,,,,,C20018,0.0
180.0671,42.64,SynNeg 03/24,,,,,C04368,34.0,"C19579, C03290, C20807, C06420, C01536, C00082","0.75, 0.105850509500575, 0.100331099353608, 0.100331099353608, 0.100331099353608, 0.100331099353608"
400.034,16.77,SynNeg 03/24,,,,,,,C04187,0.75
252.9971,36.33,SynNeg 03/24,,,,,,,C18458,0.75
788.9765,13.52,SynNeg 03/24,,,,,,,C06198,0.75
311.1118,14.07,SynNeg 03/24,,,,,,,"C05855, C06080, C12076","0.808243727598566, 0.74911770697313, 0.137960737254116"
406.1534,16.51,SynNeg 03/24,,,,,,,C00982,0.786391087047064
335.0349,54.53,SynNeg 03/24,,,,,,,"C07933, C08726, C19090","0.75, 0.576205155159893, 0.460554292117485"
358.1216,52.58,SynNeg 03/24,,,,,,,"C12717, C07864","0.911713286713287, 0.910402097902098"
188.0931,46.89,SynNeg 03/24,,,,,,,"C11843, C10132, C10124, C02256, C06326","0.75, 0.467721657313102, 0.467721657313102, 0.467721657313102, 0.322443544582307"
129.0193,45.84,SynNeg 03/24,,,"C02214, C02226","0.35, 0.4",,,"C02132, C00433, C02800, C02226, C02214, C01732, C00490","0.75, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0"
431.1872,9.74,SynNeg 03/24,,,,,,,C02008,0.75
155.0457,16.61,SynNeg 03/24,,,,,,,"C03817, C03680, C05568, C19481","0.848200122025625, 0.827486272117145, 0.820012202562538, 0.75"
147.0297,21.13,SynNeg 03/24,,,C00815,0.52,,,"C03826, C00684, C03196, C02630, C01087, C06032, C06031, C06029, C05405, C02266, C02614, C02612, C00815, C02753, C02994, C01114, C00652","0.880028063610851, 0.880028063610851, 0.857635640785781, 0.857635640785781, 0.857635640785781, 0.831442937324602, 0.831442937324602, 0.831442937324602, 0.75, 0.75, 0.617252586601502, 0.617252586601502, 0.617252586601502, 0.513417226451829, 0.508272231129097, 0.508272231129097, 0.508272231129097"
197.0433,54.36,SynNeg 03/24,,,C05584,0.48,,,"C10833, C21086, C05584, C01207","0.75, 0.0, 0.0, 0.0"
427.1218,12.33,SynNeg 03/24,,,,,,,C09425,0.75
389.0967,12.92,SynNeg 03/24,,,,,,,C08543,0.0
144.0664,49.82,SynNeg 03/24,,,,,,,"C03239, C05825, C04076, C03656, C02946","0.75, 0.0, 0.0, 0.0, 0.0"
188.0932,53.42,SynNeg 03/24,,,,,,,"C10132, C10124, C02256, C06326","0.75, 0.75, 0.75, 0.736044562117552"
562.2082,26.09,SynNeg 03/24,,,,,,,C14125,0.75
475.2287,2.02,SynNeg 03/24,,,,,,,C11061,0.75
586.0626,54.63,SynNeg 03/24,,,,,,,"C14830, C05344, C01222","0.75, 0.75, 0.75"
459.255,14.02,SynNeg 03/24,,,,,,,C08719,0.75
193.0349,13.51,SynNeg 03/24,,,C00191,0.29,C00333,17.0,"C15673, C06473, C03342, C00618, C01062, C16245, C21059, C21047, C21037, C08350, C08348, C06477, C06472, C02024, C00905, C00558, C00333, C00191, C21034, C20248, C19137","0.894961069487292, 0.894961069487292, 0.894961069487292, 0.894961069487292, 0.880894667254297, 0.87722197737623, 0.850301160570001, 0.850301160570001, 0.850301160570001, 0.850301160570001, 0.850301160570001, 0.850301160570001, 0.850301160570001, 0.850301160570001, 0.850301160570001, 0.850301160570001, 0.850301160570001, 0.850301160570001, 0.832341707066255, 0.422669373362159, 0.169343248979302"
619.2354,45.54,SynNeg 03/24,,,,,,,C20138,0.75
302.1025,43.72,SynNeg 03/24,,,,,,,C18659,0.835598824393828
