Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
g_C15780, 0.025641025641, 0.158061897512, 0.00616140917023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15781, 0.065641025641, 0.247653551143, 0.0102626014077, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15782, 0.0523076923077, 0.222646800186, 0.0130993355783, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15808, 0.0205128205128, 0.141746409857, 0.0080123361677, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15811, 0.138461538462, 0.345383758779, 0.0133975306367, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15812, 0.138461538462, 0.345383758779, 0.0155852890435, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15972, 0.381538461538, 0.485764206077, 0.020101900899, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0
g_C15973, 0.312820512821, 0.463641930351, 0.018492574419, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0
g_C15974, 0.0553846153846, 0.228729446647, 0.0103613717572, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15975, 0.0246153846154, 0.154949886917, 0.00544331053952, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15976, 0.0830769230769, 0.275998456389, 0.0101464583616, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15977, 0.0789743589744, 0.269698738594, 0.0115143496088, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15978, 0.0769230769231, 0.266469355011, 0.0110949883025, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15979, 0.0317948717949, 0.175453577685, 0.00697349479312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15980, 0.00102564102564, 0.0320092031473, 0.00110554159679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16162, 0.147692307692, 0.35479471521, 0.0137688142886, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16165, 0.168205128205, 0.3740483432, 0.0190162373763, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16169, 0.125128205128, 0.33086422806, 0.0134916526548, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16219, 0.0266666666667, 0.161107279648, 0.00810730504309, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16220, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
