Precursor Mass,Retention Time,Dataset,Source,Peak Name,HMDB Compounds,HMDB Fits,Metlin Compounds,Metlin Scores,MetFrag Compounds,MetFrag Scores
continuous,continuous,string,string,continuous,string,string,string,string,string,string
,,meta,meta,meta,meta,meta,meta,meta,meta,meta
423.2147,8.71,HilNeg 03/24,,,,,,,C16986,0.75
128.8921,13.8,HilNeg 03/24,,,,,,,C11906,0.0
455.2397,9.41,HilNeg 03/24,,,,,,,"C05427, C11717","0.926467485867549, 0.75"
289.1177,16.3,HilNeg 03/24,,,,,,,C03406,0.75
351.1359,9.2,HilNeg 03/24,,,,,,,"C03292, C15424","0.888023493360572, 0.75"
240.05,13.06,HilNeg 03/24,,,,,,,C04204,0.75
458.0668,13.14,HilNeg 03/24,,,,,,,"C04864, C04865","0.763965087281796, 0.75"
283.111,4.91,HilNeg 03/24,,,,,,,C18559,0.75
418.1162,9.4,HilNeg 03/24,,,,,,,"C18147, C10988","0.75, 0.75"
88.0415,9.84,HilNeg 03/24,,,,,,,"C11488, C02116, C01537, C01401, C00213, C00133, C00099, C00041","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
299.1363,10.81,HilNeg 03/24,,,,,,,"C20962, C18589","0.853532531569096, 0.75"
231.061,10.97,HilNeg 03/24,,,,,,,C18934,0.75
327.1954,9.26,HilNeg 03/24,,,,,,,"C07594, C04379, C15187, C14681, C15303, C15130, C15443, C15254","0.855625847266155, 0.80296312138964, 0.791976903585754, 0.786328462555479, 0.759231255539848, 0.724210921152139, 0.0282523655149771, 0.0282523655149771"
489.2861,13.78,HilNeg 03/24,,,,,,,C20016,0.75
135.0298,14.19,HilNeg 03/24,,,,,,,"C01620, C00262","0.0, 0.0"
121.0299,20.42,HilNeg 03/24,,,,,C00180,58.0,"C15474, C06202, C03067, C00633, C00539, C00180","0.781930333817126, 0.75, 0.75, 0.75, 0.0, 0.0"
255.2341,2.21,HilNeg 03/24,,,C00249,0.7,,,C00249,0.75
409.148,34.9,HilNeg 03/24,,,,,,,C08752,0.75
217.0042,21.11,HilNeg 03/24,,,,,,,"C15241, C15237","0.0, 0.0"
281.0633,10.27,HilNeg 03/24,,,,,,,C15452,0.75
295.0788,9.95,HilNeg 03/24,,,,,,,C17010,0.75
384.1369,12.79,HilNeg 03/24,,,,,,,"C19605, C12814, C19606","0.86274767337136, 0.748387435712612, 0.0269172145154874"
309.1091,11.22,HilNeg 03/24,,,,,,,C15051,0.75
158.061,2.48,HilNeg 03/24,,,,,,,"C00637, C10663, C14789, C06345","0.859908118701591, 0.812959269771904, 0.784267715807413, 0.75"
350.0243,12.54,HilNeg 03/24,,,,,,,C08169,0.75
292.1423,12.92,HilNeg 03/24,,,,,,,C07325,0.75
495.2516,2.19,HilNeg 03/24,,,,,,,C05951,0.75
363.0931,11.01,HilNeg 03/24,,,,,C17939,10.0,,
179.0567,8.36,HilNeg 03/24,,,,,"C00795, C17207, C01582, C00095, C00247, C15923, C00267, C07130, C00159","100.0, 100.0, 100.0, 100.0, 90.0, 59.0, 18.0, 5.0, 5.0","C10906, C02782, C01582, C01452, C21066, C21050, C15923, C06467, C06466, C06465, C06464, C02209, C01825, C01487, C00984, C00962, C00936, C00738, C00737, C00267, C00221, C00159, C00124, C00031, C21032, C05003, C08356, C06468, C00795, C00764, C00247, C01719, C02336, C00095, C06153, C06152, C00137, C19891, C06151, C08351, C01906, C01720, C01680, C01934, C07130, C13747, C07480","0.912311506158421, 0.911085889286437, 0.908232583626756, 0.908232583626756, 0.891627674576302, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.885650103691833, 0.877512695725772, 0.87455035971223, 0.874471011426153, 0.874471011426153, 0.874471011426153, 0.874471011426153, 0.874471011426153, 0.874312314853999, 0.874232966567922, 0.874232966567922, 0.872531565405141, 0.872531565405141, 0.872531565405141, 0.868229259306638, 0.868229259306638, 0.864086213682265, 0.864086213682265, 0.674287352868785, 0.674287352868785, 0.673626117151476, 0.145445385999877, 0.122593359138424, 0.115360467507788"
250.0946,12.09,HilNeg 03/24,,,,,,,"C05198, C08431, C00559, C06470, C02517","0.782492265615414, 0.761722448542243, 0.761722448542243, 0.75, 0.0"
175.0428,15.94,HilNeg 03/24,,,,,,,C17216,0.0
122.0608,8.01,HilNeg 03/24,,,,,,,"C19326, C19191","0.0, 0.0"
720.2718,10.35,HilNeg 03/24,,,,,,,"C03170, C18072","0.75, 0.0"
603.2451,12.84,HilNeg 03/24,,,,,,,C20137,0.75
421.1336,9.93,HilNeg 03/24,,,,,,,"C11660, C11644, C15155","0.75, 0.75, 0.0"
345.1298,8.0,HilNeg 03/24,,,,,C01699,26.0,"C09547, C09385, C09062, C09512, C09190, C09174, C09104, C01699, C11856, C11855, C11869","0.841944360208146, 0.841944360208146, 0.822343380159143, 0.813067916385955, 0.79873993699685, 0.774763738186909, 0.774763738186909, 0.763190422511261, 0.763015413760823, 0.762009113445808, 0.74910221810104"
319.0786,9.41,HilNeg 03/24,,,,,,,"C11586, C02947, C18358","0.75, 0.623588171617026, 0.573750685159822"
165.0201,15.55,HilNeg 03/24,,,C06337,0.33,,,"C14100, C14096, C03590, C06337, C01606","0.855950653120464, 0.855950653120464, 0.75, 0.0, 0.0"
239.018,16.21,HilNeg 03/24,,,,,,,"C01420, C00491","0.75, 0.75"
121.029,35.07,HilNeg 03/24,,,,,C00180,100.0,"C15474, C06202, C03067, C00633, C00539, C00180","0.781930333817126, 0.75, 0.75, 0.75, 0.0, 0.0"
427.1406,19.74,HilNeg 03/24,,,,,,,"C15181, C11743, C10730","0.75, 0.483110741844999, 0.253782797388629"
355.0911,15.12,HilNeg 03/24,,,,,,,C13758,0.75
286.1043,10.57,HilNeg 03/24,,,,,,,"C08532, C12185, C12194, C12164, C17365, C12186, C08519, C10444","0.770604043774745, 0.761531400891659, 0.753204355655812, 0.749661982063595, 0.743347174145694, 0.695736657370253, 0.695736657370253, 0.0251907754754596"
319.1186,9.95,HilNeg 03/24,,,,,,,"C06979, C09298, C06079, C20380, C09373, C15502, C15500","0.75, 0.607339530947581, 0.581969848754266, 0.553588028791488, 0.551016768139122, 0.170250621781204, 0.167690835394825"
369.1373,12.73,HilNeg 03/24,,,,,,,"C17844, C16957, C17415, C10530, C09831, C10293","0.75, 0.75, 0.0413128156330062, 0.0413128156330062, 0.0244243816514299, 0.0"
287.0913,4.37,HilNeg 03/24,,,,,,,"C12435, C09471, C17412, C10292, C16187, C07558","0.835467128027682, 0.698680700956599, 0.689332041274582, 0.683622698714029, 0.664857171544835, 0.41756465540552"
549.0873,11.01,HilNeg 03/24,,,,,,,C12638,0.0
395.0415,10.19,HilNeg 03/24,,,,,,,C07761,0.75
205.0895,9.45,HilNeg 03/24,,,,,,,"C04000, C14567, C12458, C10476","0.75, 0.0, 0.0, 0.0"
356.1015,20.37,HilNeg 03/24,,,,,,,C17751,0.75
214.1455,9.25,HilNeg 03/24,,,,,,,C18830,0.75
277.0257,13.16,HilNeg 03/24,,,,,,,"C16551, C16558, C06933","0.830452880110639, 0.816914211948068, 0.75"
283.2673,35.0,HilNeg 03/24,,,,,C01530,20.0,"C20356, C01530","0.75, 0.75"
137.0233,20.64,HilNeg 03/24,,,"C00156, C00805","0.3, 0.57","C16700, C00805, C00156","29.0, 18.0, 3.0","C10832, C18316, C16700, C05585, C00805, C00587, C00156","0.8451862602806, 0.825955491049831, 0.75, 0.75, 0.75, 0.75, 0.75"
328.0812,9.58,HilNeg 03/24,,,,,,,C01069,0.75
343.0651,9.65,HilNeg 03/24,,,,,,,"C08241, C17572","0.75, 0.628473772696333"
508.9702,10.72,HilNeg 03/24,,,,,,,C18434,0.75
168.0669,8.01,HilNeg 03/24,,,,,C00314,44.0,"C00314, C00547","0.822147687139289, 0.741610957279946"
374.0459,9.81,HilNeg 03/24,,,,,,,C11031,0.75
389.1582,10.79,HilNeg 03/24,,,,,,,"C09412, C06492","0.75, 0.503166965233883"
198.0754,9.6,HilNeg 03/24,,,,,,,C20941,0.75
319.11,9.22,HilNeg 03/24,,,,,,,"C09329, C15502","0.75, 0.0868376684630253"
383.1266,10.31,HilNeg 03/24,,,,,,,C08504,0.75
267.082,5.77,HilNeg 03/24,,,,,,,"C11265, C18286, C14851, C14850, C14849, C14564, C14563, C14560, C14559, C14461, C14459, C14565, C14558, C14557, C14556, C14576","0.850811209439528, 0.747391732300391, 0.747391732300391, 0.744294387167648, 0.739722115781217, 0.729913856194196, 0.729913856194196, 0.729913856194196, 0.729913856194196, 0.729913856194196, 0.729913856194196, 0.728070198377087, 0.728070198377087, 0.728070198377087, 0.728070198377087, 0.705503826695671"
475.1853,10.79,HilNeg 03/24,,,,,,,C17428,0.75
303.1345,9.25,HilNeg 03/24,,,,,,,C01682,0.75
232.1017,9.31,HilNeg 03/24,,,,,,,C04337,0.75
380.0397,14.42,HilNeg 03/24,,,,,,,C11097,0.75
514.1051,9.96,HilNeg 03/24,,,,,,,C18033,0.75
89.0247,8.18,HilNeg 03/24,,,"C00186, C00256","0.42, 0.37",C00186,58.0,"C02426, C02154, C01013, C00577, C00184, C01432, C00256, C00186","0.75, 0.75, 0.75, 0.75, 0.75, 0.0, 0.0, 0.0"
329.1354,10.82,HilNeg 03/24,,,,,,,"C18037, C11854, C11871, C11867, C09173, C15073","0.896486798477252, 0.865725079727252, 0.860770361532485, 0.858156720352252, 0.830080548477252, 0.75"
138.0557,8.02,HilNeg 03/24,,,,,,,C12110,0.0
313.1661,9.84,HilNeg 03/24,,,,,,,"C17567, C16991","0.75, 0.75"
471.1002,9.77,HilNeg 03/24,,,,,,,C06801,0.75
279.1105,9.7,HilNeg 03/24,,,,,,,C20579,0.75
255.1338,9.09,HilNeg 03/24,,,,,,,C20515,0.0
394.9806,34.71,HilNeg 03/24,,,,,,,"C18552, C17116","0.0, 0.0"
580.3483,1.99,HilNeg 03/24,,,,,,,C20760,0.75
275.0237,20.37,HilNeg 03/24,,,,,,,C04485,0.848775984682713
208.9333,13.88,HilNeg 03/24,,,,,,,"C18816, C11510","0.0, 0.0"
524.3159,8.83,HilNeg 03/24,,,,,,,"C20739, C11999","0.75, 0.75"
427.0031,19.7,HilNeg 03/24,,,,,,,"C14021, C01347, C00104","0.75, 0.522993581763488, 0.518669280005588"
165.0186,7.62,HilNeg 03/24,,,C06337,0.33,,,"C14100, C14096, C03590, C06337, C01606","0.855950653120464, 0.855950653120464, 0.75, 0.0, 0.0"
405.1402,12.02,HilNeg 03/24,,,,,,,"C11659, C17000, C09784","0.774694376528117, 0.75, 0.454137920647906"
417.0519,10.98,HilNeg 03/24,,,,,,,C08563,0.75
310.1179,7.23,HilNeg 03/24,,,,,,,C05076,0.75
404.0937,13.03,HilNeg 03/24,,,,,,,C13440,0.75
517.0993,10.72,HilNeg 03/24,,,,,,,"C16192, C10020","0.756663113006397, 0.75"
131.0341,8.29,HilNeg 03/24,,,,,C00489,100.0,"C11838, C06010, C04106, C00900, C02674, C00489, C03589, C04181","0.875, 0.875, 0.875, 0.875, 0.802455357142857, 0.802455357142857, 0.777901785714286, 0.75"
353.1039,9.86,HilNeg 03/24,,,,,,,"C10627, C10498, C10882, C10207, C10486","0.804105263157895, 0.757291380423349, 0.753894736842105, 0.75, 0.500659721508277"
339.0227,15.73,HilNeg 03/24,,,,,,,C11021,0.75
379.116,20.51,HilNeg 03/24,,,,,,,C14612,0.0
181.0719,8.17,HilNeg 03/24,,,,,"C01697, C00794, C00392","67.0, 65.0, 22.0","C01722, C01697, C01507, C01489, C00794, C00392, C08290","0.853419493807216, 0.853419493807216, 0.853419493807216, 0.853419493807216, 0.853419493807216, 0.853419493807216, 0.321204911104649"
618.0907,10.52,HilNeg 03/24,,,,,,,"C06398, C06397","0.75, 0.75"
362.2694,2.2,HilNeg 03/24,,,,,,,C11216,0.0
121.0296,12.62,HilNeg 03/24,,,,,,,"C15474, C06202, C03067, C00633, C00539, C00180","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
426.0273,23.56,HilNeg 03/24,,,,,,,"C00008, C00361, C03850, C00054","0.816782202160245, 0.75, 0.639536237713403, 0.639536237713403"
342.1619,8.18,HilNeg 03/24,,,,,,,C06913,0.75
303.0915,2.75,HilNeg 03/24,,,,,,,"C08437, C18356, C18354, C08761, C18360, C14324, C08740, C18836","0.841605799026118, 0.712246933311151, 0.66996406453792, 0.641653907548787, 0.630794963412966, 0.609086762889187, 0.593181131984378, 0.457399504439018"
308.1017,11.03,HilNeg 03/24,,,,,,,"C03525, C21053, C19910, C19909, C00270, C15360","0.896684435457929, 0.804788526469695, 0.581071542073237, 0.581071542073237, 0.581071542073237, 0.528329053118054"
